,artists,genres,Artist Popularity
15236,Stein Ingebrigtsen,"[""'classic norwegian pop'"", ""'danseband'""]",30
15237,Stelios Keromitis,"[""'rebetiko'""]",0
15238,Stella Haskil,"[""'rebetiko'""]",0
15239,Stellakis Perpiniadis,"[""'rebetiko'""]",0
15240,Stellan Skarsgård,"[""'movie tunes'""]",61
15241,Stelvio Cipriani,"[""'classic soundtrack'"", ""'lounge'"", ""'vintage italian soundtrack'""]",33
15242,Step By Step,"[""'deep funk'""]",24
15243,Stephane Wrembel,"[""'gypsy jazz'""]",52
15244,Stephanie D'Abruzzo,"[""'broadway'"", ""'comic'"", ""'hollywood'"", ""'show tunes'""]",43
15245,Stephanie Hsu,"[""'broadway'"", ""'show tunes'""]",52
15246,Stephanie Mabey,"[""'otacore'""]",59
15247,Stephanie Mills,"[""'classic soul'"", ""'disco'"", ""'funk'"", ""'motown'"", ""'neo soul'"", ""'new jack swing'"", ""'post-disco'"", ""'quiet storm'"", ""'r&b'"", ""'soul'"", ""'urban contemporary'""]",35
15248,Stephanie Poetri,"[""'indonesian pop'""]",68
15249,Stephen,"[""'modern reggae'"", ""'reggae'"", ""'roots reggae'""]",62
15250,Stephen Bishop,"[""'adult standards'"", ""'country rock'"", ""'folk rock'"", ""'mellow gold'"", ""'soft rock'"", ""'yacht rock'""]",39
15251,Stephen Cleobury,"[""'cambridge choir'"", ""'choral'"", ""'classical organ'"", ""'orchestral performance'""]",50
15252,Stephen Douglass; Chorus & orchestra conducted by Lehman Engel,"[""'chorus'""]",0
15253,Stephen Foster,"[""'american romanticism'""]",11
15254,Stephen Hough,"[""'classical performance'"", ""'classical piano'""]",49
15255,Stephen Hurd,"[""'contemporary gospel'"", ""'gospel'"", ""'praise'""]",44
15256,Stephen Jones,"[""'japanese instrumental'""]",53
15257,Stephen Kovacevich,"[""'classical performance'"", ""'classical piano'""]",33
15258,Stephen Malkmus,"[""'alternative pop'"", ""'alternative rock'"", ""'anti-folk'"", ""'art pop'"", ""'freak folk'"", ""'garage psych'"", ""'gbvfi'"", ""'indie pop'"", ""'indie rock'"", ""'lo-fi'"", ""'neo-psychedelic'"", ""'pop rock'"", ""'roots rock'"", ""'slow core'""]",39
15259,Stephen Marley,"[""'modern reggae'"", ""'reggae'"", ""'roots reggae'""]",44
15260,Stephen Schwartz,"[""'broadway'""]",44
15261,Stephen Sondheim,"[""'broadway'"", ""'hollywood'"", ""'show tunes'""]",26
15262,Stephen Speaks,"[""'acoustic pop'"", ""'neo mellow'"", ""'opm'"", ""'pinoy rock'"", ""'pop rock'"", ""'viral pop'""]",60
15263,Stephen Stills,"[""'blues rock'"", ""'classic rock'"", ""'country rock'"", ""'folk'"", ""'folk rock'"", ""'mellow gold'"", ""'psychedelic rock'"", ""'rock'"", ""'roots rock'"", ""'singer-songwriter'"", ""'soft rock'"", ""'traditional folk'""]",30
15264,Steppenwolf,"[""'acid rock'"", ""'album rock'"", ""'blues rock'"", ""'classic canadian rock'"", ""'classic rock'"", ""'country rock'"", ""'folk rock'"", ""'hard rock'"", ""'mellow gold'"", ""'psychedelic rock'"", ""'rock'"", ""'roots rock'""]",30
15265,Steps,"[""'epicore'"", ""'soundtrack'"", ""'video game music'""]",57
15266,Steps Ahead,"[""'jazz funk'"", ""'jazz fusion'""]",31
15267,Stereo MC's,"[""'big beat'"", ""'electronica'"", ""'hip house'""]",40
15268,Stereo Mama,"[""'monterrey indie'""]",6
15269,Stereo Skyline,"[""'alternative pop rock'"", ""'neon pop punk'"", ""'pop emo'""]",47
15270,Stereolab,"[""'alternative rock'"", ""'art pop'"", ""'art rock'"", ""'chamber psych'"", ""'dance rock'"", ""'dance-punk'"", ""'electronica'"", ""'experimental'"", ""'freak folk'"", ""'indie pop'"", ""'lo-fi'"", ""'new wave'"", ""'noise pop'"", ""'slow core'""]",44
15271,Stereomud,"[""'alternative metal'"", ""'grunge pop'"", ""'hard alternative'"", ""'nu metal'"", ""'rap rock'"", ""'wrestling'""]",36
15272,Stereophonics,"[""'britpop'"", ""'modern rock'"", ""'neo mellow'"", ""'pop rock'"", ""'rock'"", ""'welsh rock'""]",64
15273,Stereoside,"[""'hard alternative'"", ""'modern hard rock'"", ""'post-grunge'""]",42
15274,Steriogram,"[""'kiwi rock'"", ""'nz hardcore'"", ""'nz punk'""]",49
15275,Sterling Holloway,"[""'movie tunes'""]",25
15276,Stetsasonic,"[""'east coast hip hop'"", ""'electro'"", ""'hip hop'"", ""'hip house'"", ""'jazz rap'"", ""'old school hip hop'"", ""'rap'""]",34
15277,Steve Angello,"[""'big room'"", ""'deep big room'"", ""'disco house'"", ""'edm'"", ""'electro house'"", ""'house'"", ""'progressive electro house'"", ""'progressive house'""]",53
15278,Steve Aoki,"[""'big room'"", ""'dance pop'"", ""'edm'"", ""'electro house'"", ""'tropical house'""]",63
15279,Steve Arrington,"[""'funk'"", ""'post-disco'""]",36
15280,Steve Arrington's Hall Of Fame,"[""'post-disco'"", ""'post-disco soul'""]",32
15281,Steve Azar,"[""'country'"", ""'country road'""]",52
15282,Steve Barton,"[""'german show tunes'""]",37
15283,Steve Camp,"[""'deep christian rock'""]",23
15284,Steve Chou,"[""'c-pop'"", ""'classic mandopop'"", ""'mandopop'""]",53
15285,Steve Cole,"[""'smooth jazz'"", ""'smooth saxophone'""]",44
15286,Steve Cropper,"[""'memphis soul'""]",25
15287,Steve Dawson,"[""'lullaby'""]",63
15288,Steve Earle,"[""'alternative country'"", ""'country rock'"", ""'folk'"", ""'folk rock'"", ""'heartland rock'"", ""'mellow gold'"", ""'new americana'"", ""'outlaw country'"", ""'roots rock'"", ""'singer-songwriter'"", ""'texas country'"", ""'traditional folk'""]",37
15289,Steve Ferrone,"[""'rock drums'""]",24
15290,Steve Forbert,"[""'alternative country'"", ""'country rock'"", ""'folk'"", ""'folk rock'"", ""'heartland rock'"", ""'mellow gold'"", ""'pub rock'"", ""'roots rock'"", ""'singer-songwriter'"", ""'traditional folk'""]",58
15291,Steve Goodman,"[""'country rock'"", ""'folk'"", ""'roots rock'"", ""'traditional folk'""]",38
15292,Steve Green,"[""'christian relaxative'"", ""'worship'""]",38
15293,Steve Hackett,"[""'album rock'"", ""'art rock'"", ""'canterbury scene'"", ""'instrumental rock'"", ""'jazz fusion'"", ""'neo-progressive'"", ""'progressive rock'"", ""'symphonic rock'""]",35
15294,Steve Hall,"[""'christian relaxative'"", ""'classify'""]",39
15295,Steve Harley,"[""'glam rock'"", ""'pub rock'""]",63
15296,Steve Harley & Cockney Rebel,"[""'glam rock'"", ""'pub rock'""]",55
15297,Steve Holy,"[""'contemporary country'"", ""'country'"", ""'country road'"", ""'modern country rock'""]",52
15298,Steve Howe,"[""'art rock'"", ""'canterbury scene'"", ""'jazz fusion'"", ""'progressive rock'"", ""'symphonic rock'""]",34
15299,Steve Jablonsky,"[""'epicore'"", ""'scorecore'"", ""'soundtrack'"", ""'video game music'""]",56
15300,Steve Kazee,"[""'broadway'"", ""'show tunes'""]",58
15301,Steve Kuhn,"[""'contemporary jazz'"", ""'contemporary post-bop'"", ""'ecm-style jazz'"", ""'jazz piano'""]",40
15302,Steve Lacy,"[""'rap'""]",54
15303,Steve Laury,"[""'deep smooth jazz'"", ""'smooth jazz'""]",48
15304,Steve Lawrence,"[""'adult standards'"", ""'brill building pop'"", ""'deep adult standards'"", ""'easy listening'"", ""'lounge'""]",22
15305,Steve Martin,"[""'clean comedy'"", ""'comedy'"", ""'comic'"", ""'progressive bluegrass'""]",32
15306,Steve Martin and The Toot Uncommons,"[""'novelty'""]",32
15307,Steve Miller Band,"[""'album rock'"", ""'blues rock'"", ""'classic rock'"", ""'country rock'"", ""'folk rock'"", ""'hard rock'"", ""'heartland rock'"", ""'mellow gold'"", ""'psychedelic rock'"", ""'rock'"", ""'roots rock'"", ""'soft rock'""]",38
15308,Steve Mokwebe,"[""'calming instrumental'""]",66
15309,Steve Oliver,"[""'smooth jazz'""]",49
15310,Steve Ouimette,"[""'shred'""]",52
15311,Steve Perry,"[""'album rock'"", ""'mellow gold'"", ""'soft rock'"", ""'yacht rock'""]",39
15312,Steve Reich,"[""'american contemporary classical'"", ""'avant-garde'"", ""'classical'"", ""'compositional ambient'"", ""'contemporary classical'"", ""'drone'"", ""'minimalism'""]",41
15313,Steve Roach,"[""'ambient'"", ""'drift'"", ""'fourth world'""]",28
15314,Steve Stevens,"[""'baroque pop'"", ""'chamber pop'"", ""'freak folk'"", ""'indie folk'"", ""'singer-songwriter'""]",45
15315,Steve Tibbetts,"[""'ecm-style jazz'"", ""'jazz guitar'""]",44
15316,Steve Tyrell,"[""'adult standards'"", ""'lounge'"", ""'mellow gold'"", ""'vocal jazz'""]",51
15317,Steve Vai,"[""'instrumental rock'"", ""'metal guitar'"", ""'neo classical metal'"", ""'progressive metal'"", ""'shred'""]",44
15318,Steve Void,"[""'deep tropical house'"", ""'pop edm'"", ""'tropical house'""]",75
15319,Steve Wariner,"[""'country'"", ""'country rock'""]",32
15320,Steve Winwood,"[""'album rock'"", ""'art rock'"", ""'classic rock'"", ""'country rock'"", ""'dance rock'"", ""'folk'"", ""'folk rock'"", ""'heartland rock'"", ""'mellow gold'"", ""'new wave pop'"", ""'pop rock'"", ""'rock'"", ""'soft rock'""]",40
15321,Steve Young,"[""'cosmic american'"", ""'country rock'"", ""'outlaw country'""]",24
15322,Steven Curtis Chapman,"[""'anthem worship'"", ""'ccm'"", ""'christian alternative rock'"", ""'christian music'"", ""'worship'""]",41
15323,Steven Halpern,"[""'healing'"", ""'kirtan'"", ""'meditation'"", ""'new age'"", ""'sleep'""]",47
15324,Steven Isserlis,"[""'classical cello'"", ""'classical performance'""]",46
15325,Steven Sharp Nelson,"[""'christian relaxative'"", ""'classify'"", ""'lds'"", ""'slc indie'""]",43
15326,Steven Tyler,"[""'modern country rock'""]",48
15327,Steven Universe,"[""'otacore'""]",60
15328,Steven Wright,"[""'clean comedy'"", ""'comedy'"", ""'comic'""]",27
15329,Stevie B,"[""'freestyle'""]",41
15330,Stevie Dinner,"[""'atlanta indie'"", ""'indie garage rock'""]",49
15331,Stevie Hoang,"[""'hmong pop'""]",50
15332,Stevie Nicks,"[""'album rock'"", ""'heartland rock'"", ""'mellow gold'"", ""'rock'"", ""'soft rock'""]",40
15333,Stevie Ray Vaughan,"[""'album rock'"", ""'blues'"", ""'blues rock'"", ""'classic rock'"", ""'electric blues'"", ""'instrumental rock'"", ""'modern blues'"", ""'rock'"", ""'texas blues'""]",37
15334,Stevie Stone,"[""'deep underground hip hop'"", ""'rap rock'""]",50
15335,Stevie Wonder,"[""'funk'"", ""'motown'"", ""'quiet storm'"", ""'soul'""]",34
15336,Stevie Wright,"[""'australian rock'""]",55
15337,Stick Figure,"[""'reggae fusion'""]",49
15338,Sticky Fingaz,"[""'hardcore hip hop'"", ""'hip hop'""]",54
15339,Sticky Fingers,"[""'australian reggae fusion'"", ""'reggae fusion'""]",61
15340,Stiff Dylans,"[""'uk pop punk'""]",53
15341,Stiff Little Fingers,"[""'oi'"", ""'pub rock'"", ""'punk'"", ""'ska'""]",34
15342,Stig Anderson,"[""'show tunes'""]",37
15343,Still Corners,"[""'chillwave'"", ""'metropopolis'""]",60
15344,Still Water,"[""'southern rock'""]",41
15345,Still Woozy,"[""'bedroom pop'"", ""'indie pop'"", ""'modern rock'"", ""'oakland indie'""]",67
15346,Sting,"[""'permanent wave'"", ""'soft rock'""]",44
15347,Stitches,"[""'miami hip hop'""]",56
15348,Stockard Channing,"[""'hollywood'""]",55
15349,Stockholm Chamber Choir,"[""'chamber choir'"", ""'choir'""]",39
15350,Stockholm Radio Chorus,"[""'chorus'""]",39
15351,Stompin' Tom Connors,"[""'canadian singer-songwriter'"", ""'nl folk'""]",37
15352,Stone Sour,"[""'alternative metal'"", ""'nu metal'"", ""'post-grunge'"", ""'rock'""]",55
15353,Stone Temple Pilots,"[""'alternative metal'"", ""'alternative rock'"", ""'grunge'"", ""'hard rock'"", ""'nu metal'"", ""'pop rock'"", ""'post-grunge'"", ""'rock'""]",45
15354,StoneBridge,"[""'disco house'"", ""'vocal house'""]",32
15355,Stonewall Jackson,"[""'classic country pop'"", ""'honky tonk'""]",21
15356,Stoney LaRue,"[""'heartland rock'"", ""'oklahoma country'"", ""'outlaw country'"", ""'red dirt'"", ""'texas country'""]",51
15357,Stories,"[""'lilith'"", ""'pop rock'""]",41
15358,Storm,"[""'grime'"", ""'uk hip hop'""]",54
15359,Stormwitch,"[""'metal'"", ""'neo-trad metal'"", ""'nwothm'""]",38
15360,Stormzy,"[""'grime'"", ""'uk hip hop'""]",73
15361,Story Of The Year,"[""'alternative metal'"", ""'emo'"", ""'nu metal'"", ""'pop punk'"", ""'post-grunge'"", ""'post-hardcore'"", ""'screamo'""]",53
15362,Strafe,"[""'old school hip hop'""]",40
15363,Strangefolk,"[""'jam band'"", ""'jamgrass'""]",41
15364,Stranger Cole,"[""'early reggae'"", ""'reggae'"", ""'rock steady'"", ""'ska'"", ""'ska revival'""]",31
15365,Strapping Young Lad,"[""'alternative metal'"", ""'canadian metal'"", ""'death metal'"", ""'groove metal'"", ""'metal'"", ""'nu metal'"", ""'progressive metal'"", ""'vancouver metal'""]",46
15366,Strata,"[""'alternative metal'"", ""'nu metal'""]",43
15367,Stratos Dionisiou,"[""'classic greek pop'"", ""'entehno'"", ""'greek pop'"", ""'laiko'""]",33
15368,Stratos Pagioumtzis,"[""'entehno'"", ""'laiko'"", ""'rebetiko'""]",0
15369,Strawberry Alarm Clock,"[""'bubblegum pop'"", ""'classic garage rock'"", ""'classic rock'"", ""'folk rock'"", ""'freakbeat'"", ""'psychedelic rock'"", ""'sunshine pop'""]",27
15370,Strawberry Switchblade,"[""'dance rock'"", ""'new romantic'"", ""'new wave'"", ""'new wave pop'"", ""'scottish new wave'""]",30
15371,Strawbs,"[""'art rock'"", ""'british folk'"", ""'canterbury scene'"", ""'folk rock'"", ""'progressive rock'"", ""'psychedelic folk'"", ""'symphonic rock'""]",37
15372,Stray Cats,"[""'instrumental surf'"", ""'rock-and-roll'"", ""'rockabilly'""]",30
15373,Stray Kids,"[""'k-pop'"", ""'k-pop boy group'""]",69
15374,Straylight Run,"[""'dreamo'"", ""'emo'"", ""'piano rock'"", ""'pop punk'"", ""'screamo'""]",46
15375,Street,"[""'boston rock'"", ""'indie folk'"", ""'new americana'"", ""'stomp and holler'""]",33
15376,Street Money Boochie,"[""'atl trap'""]",60
15377,Street Scene Orchestra,"[""'orchestra'""]",2
15378,Streetheart,"[""'album rock'"", ""'classic canadian rock'""]",37
15379,Streetlife,"[""'bronx hip hop'"", ""'wu fam'""]",40
15380,Streetlight Manifesto,"[""'modern ska punk'"", ""'punk'"", ""'ska'"", ""'ska punk'"", ""'skate punk'""]",45
15381,Streich,"[""'classical soprano'""]",0
15382,Strike,"[""'hopebeat'"", ""'indie poptimism'"", ""'indietronica'"", ""'oi'""]",59
15383,Strike Anywhere,"[""'emo'"", ""'melodic hardcore'"", ""'orgcore'"", ""'punk'"", ""'skate punk'"", ""'virginia punk'""]",44
15384,String Orchestra,"[""'string orchestra'"", ""'orchestra'""]",43
15385,Stroke 9,"[""'pop rock'"", ""'post-grunge'""]",45
15386,Stromae,"[""'belgian pop'""]",50
15387,Struggle,"[""'country rap'""]",58
15388,Struggle Jennings,"[""'country rap'""]",57
15389,Strung Out,"[""'melodic hardcore'"", ""'punk'"", ""'ska punk'"", ""'skate punk'""]",48
15390,Strunz & Farah,"[""'flamenco'"", ""'flamenco guitar'"", ""'rumba'""]",42
15391,Stryper,"[""'christian metal'"", ""'christian power metal'"", ""'christian rock'"", ""'glam metal'"", ""'hard rock'""]",32
15392,Ström,"[""'belgian pop'""]",61
15393,Stu Williamson,"[""'jazz trombone'""]",1
15394,Stuart Duncan,"[""'progressive bluegrass'""]",29
15395,Stuck in the Sound,"[""'french rock'""]",59
15396,Students,"[""'doo-wop'""]",53
15397,Studio Chorus - Saludos Amigos,"[""'chorus'""]",16
15398,Studio Killers,"[""'indie r&b'""]",56
15399,Stunna 4 Vegas,"[""'southern hip hop'"", ""'trap'""]",65
15400,Sturgill Simpson,"[""'alternative americana'"", ""'indie folk'"", ""'nashville singer-songwriter'"", ""'new americana'"", ""'outlaw country'"", ""'roots rock'""]",51
15401,Stuttgart Chamber Orchestra,"[""'chamber orchestra'"", ""'classical performance'"", ""'orchestra'""]",13
15402,Stuttgart Piano Trio,"[""'classical piano trio'""]",40
15403,Stwo,"[""'trap soul'""]",70
15404,Styles,"[""'pop'"", ""'post-teen pop'""]",37
15405,Styles Of Beyond,"[""'cali rap'"", ""'rap rock'""]",51
15406,Styles P,"[""'battle rap'"", ""'east coast hip hop'"", ""'gangster rap'"", ""'hardcore hip hop'"", ""'hip hop'"", ""'pop rap'"", ""'rap'"", ""'southern hip hop'"", ""'trap'""]",48
15407,Styx,"[""'album rock'"", ""'art rock'"", ""'classic rock'"", ""'folk rock'"", ""'hard rock'"", ""'mellow gold'"", ""'progressive rock'"", ""'rock'"", ""'soft rock'"", ""'symphonic rock'""]",35
15408,Stélios Kazantzídis,"[""'classic greek pop'"", ""'entehno'"", ""'greek pop'"", ""'laiko'"", ""'rebetiko'""]",1
15409,Stéphane Grappelli,"[""'french jazz'"", ""'gypsy jazz'"", ""'jazz violin'""]",16
15410,Su Banda Centenario,"[""'banda'"", ""'duranguense'"", ""'grupera'"", ""'norteno'"", ""'regional mexican'""]",42
15411,Su Presencia,"[""'latin christian'"", ""'latin worship'"", ""'rap cristiano'"", ""'rock cristiano'""]",59
15412,Sub Focus,"[""'drum and bass'"", ""'house'"", ""'liquid funk'""]",46
15413,Subhumans,"[""'anarcho-punk'"", ""'crust punk'"", ""'hardcore punk'"", ""'oi'"", ""'punk'"", ""'thrash core'"", ""'uk82'""]",27
15414,Subinoy Roy,"[""'bangla'"", ""'rabindra sangeet'""]",0
15415,Sublime,"[""'reggae fusion'"", ""'ska mexicano'"", ""'ska punk'""]",43
15416,Sublime With Rome,"[""'reggae rock'""]",52
15417,Submersed,"[""'alternative metal'"", ""'hard alternative'"", ""'nu metal'"", ""'post-grunge'""]",46
15418,Substantial,"[""'ambeat'""]",45
15419,Subtronics,"[""'brostep'"", ""'edm'"", ""'electro house'"", ""'electronic trap'""]",64
15420,Suburban Lawns,"[""'dance rock'"", ""'no wave'"", ""'post-punk'""]",28
15421,Suchitra Mitra,"[""'indian folk'"", ""'rabindra sangeet'""]",0
15422,Sudesh Bhosle,"[""'filmi'""]",50
15423,Sudha Malhotra,"[""'classic bollywood'""]",3
15424,Sudhir Phadke,"[""'indian folk'"", ""'marathi pop'""]",0
15425,Sue Richards,"[""'celtic harp'"", ""'harp'"", ""'string folk'"", ""'welsh folk'""]",36
15426,Sue Thompson,"[""'adult standards'"", ""'brill building pop'"", ""'deep adult standards'"", ""'rock-and-roll'""]",14
15427,Sueco the Child,"[""'cali rap'""]",68
15428,Suffocation,"[""'brutal death metal'"", ""'death metal'"", ""'metal'"", ""'technical death metal'""]",36
15429,Sufjan Stevens,"[""'baroque pop'"", ""'chamber pop'"", ""'freak folk'"", ""'indie folk'"", ""'singer-songwriter'""]",53
15430,Suga Free,"[""'chicano rap'"", ""'g funk'"", ""'gangster rap'"", ""'hip hop'"", ""'hyphy'"", ""'rap'"", ""'west coast rap'"", ""'west coast trap'""]",41
15431,Suga T,"[""'east coast hip hop'"", ""'electro'"", ""'funk'"", ""'hip hop'"", ""'hip house'"", ""'new jersey rap'"", ""'old school hip hop'"", ""'rap'""]",43
15432,Suga-T,"[""'east coast hip hop'"", ""'electro'"", ""'funk'"", ""'hip hop'"", ""'hip house'"", ""'new jersey rap'"", ""'old school hip hop'"", ""'rap'""]",45
15433,Sugababes,"[""'bubblegum dance'"", ""'dance pop'"", ""'europop'"", ""'girl group'"", ""'neo soul'"", ""'pop'"", ""'pop rock'"", ""'post-teen pop'"", ""'urban contemporary'""]",47
15434,Sugar,"[""'contemporary country'"", ""'country'"", ""'country dawn'"", ""'country road'"", ""'modern country rock'""]",33
15435,Sugar Candy Mountain,"[""'bay area indie'"", ""'indie garage rock'"", ""'neo-psychedelic'"", ""'oakland indie'""]",56
15436,Sugar Minott,"[""'dub'"", ""'lovers rock'"", ""'old school dancehall'"", ""'reggae'"", ""'rock steady'"", ""'roots reggae'""]",56
15437,Sugar Ray,"[""'alternative metal'"", ""'alternative rock'"", ""'funk metal'"", ""'neo mellow'"", ""'pop rock'"", ""'post-grunge'""]",52
15438,Sugar T.,"[""'east coast hip hop'"", ""'electro'"", ""'funk'"", ""'hip hop'"", ""'hip house'"", ""'new jersey rap'"", ""'old school hip hop'"", ""'rap'""]",0
15439,Sugarcult,"[""'emo'"", ""'neon pop punk'"", ""'pop punk'"", ""'screamo'""]",50
15440,Sugarland,"[""'contemporary country'"", ""'country'"", ""'country dawn'"", ""'country road'"", ""'modern country rock'""]",49
15441,Sugarloaf,"[""'classic rock'"", ""'country rock'"", ""'soft rock'""]",42
15442,Suginami Children's Choir,"[""'choir'""]",41
15443,Suginami Junior Chorus,"[""'kodomo no ongaku'"", ""'chorus'""]",34
15444,Sui Generis,"[""'argentine rock'"", ""'latin alternative'"", ""'latin rock'"", ""'nueva cancion'"", ""'rock en espanol'"", ""'rock nacional'""]",52
15445,Suicidal Tendencies,"[""'alternative metal'"", ""'crossover thrash'"", ""'funk metal'"", ""'hard rock'"", ""'hardcore punk'"", ""'metal'"", ""'nu metal'"", ""'old school thrash'"", ""'punk'"", ""'rap rock'"", ""'thrash metal'""]",35
15446,Suicide,"[""'deathcore'"", ""'melodic metalcore'"", ""'metalcore'"", ""'screamo'""]",37
15447,Suicide Silence,"[""'deathcore'"", ""'melodic metalcore'"", ""'metalcore'"", ""'screamo'""]",51
15448,Sukhwinder Singh,"[""'desi hip hop'"", ""'desi pop'"", ""'filmi'"", ""'modern bollywood'"", ""'sufi'""]",49
15449,Sukima Switch,"[""'j-pop'"", ""'j-rock'""]",63
